Sentence,File_Name,Parse_Tree,Processed_Tree,Chunks,Highlight
"With the references to the gothic and black romanticism, the song becomes readable as belonging to the goth genre.",cleaned_Fulltext_Metal Ballads as.txt,"(ROOT (S (PP (IN With) (NP (NP (DT the) (NNS references)) (PP (IN to) (NP (DT the) (ADJP (JJ gothic) (CC and) (JJ black)) (NN romanticism))))) (, ,) (NP (DT the) (NN song)) (VP (VBZ becomes) (ADJP (JJ readable) (PP (IN as) (S (VP (VBG belonging) (PP (IN to) (NP (DT the) (JJ goth) (NN genre)))))))) (. .)))","(S (PP (IN With) (NP (NP (DT the) (NNS references)) (PP (IN to) (NP (DT the) (ADJP (JJ gothic) (CC and) (JJ black)) (NN romanticism))))) (, ,) (NP (DT the) (NN song)) (VP (VBZ becomes) (ADJP (JJ readable) (PP (IN as) ","With the references to the gothic and black romanticism,the song becomes readable as",0
"Yet this reiteration of genre markers updates the legibility of the genre as the song is being placed within its context , relying on an audience familiar with the basic aesthetic structuresthe motifs, typical characters and plotlines of the genre .",cleaned_Fulltext_Metal Ballads as.txt,"(ROOT (S (ADVP (CC Yet)) (NP (NP (DT this) (NN reiteration)) (PP (IN of) (NP (NN genre) (NNS markers)))) (VP (VBZ updates) (NP (NP (DT the) (NN legibility)) (PP (IN of) (NP (DT the) (NN genre)))) (SBAR (IN as) (S (NP (DT the) (NN song)) (VP (VBZ is) (VP (VBG being) (VP (VBN placed) (PP (IN within) (NP (PRP$ its) (NN context))) (, ,) (S (VP (VBG relying) (PP (IN on) (NP (NP (DT an) (NN audience)) (ADJP (JJ familiar) (PP (IN with) (NP (NP (DT the) (JJ basic) (JJ aesthetic) (NN structuresthe) (NNS motifs)) (, ,) (NP (JJ typical) (NNS characters)) (CC and) (NP (NP (NNS plotlines)) (PP (IN of) (NP (DT the) (NN genre))))))))))))))))) (. .)))",(S (ADVP (CC Yet)) (NP (NP (DT this) (NN reiteration)) (PP (IN of) (NP (NN genre) (NNS markers)))) (VP (VBZ updates) (NP (NP (DT the) (NN legibility)) (PP (IN of) (NP (DT the) (NN genre)))) (SBAR (IN as),Yet this reiteration of genre markers updates the legibility of the genre as,0
"The connection of ballad with the goth genre is of general interest with regard to relations between the ballad as a song form and diverse popular music genres, since not all genres share the same representation of emotionality and sentimentality.",cleaned_Fulltext_Metal Ballads as.txt,"(ROOT (S (NP (NP (DT The) (NN connection)) (PP (IN of) (NP (NN ballad))) (PP (IN with) (NP (DT the) (NN goth) (NN genre)))) (VP (VBZ is) (PP (IN of) (NP (JJ general) (NN interest))) (PP (IN with) (NP (NP (NN regard)) (PP (IN to) (NP (NP (NNS relations)) (PP (IN between) (NP (NP (DT the) (NN ballad)) (PP (IN as) (NP (NP (DT a) (NN song) (NN form)) (CC and) (NP (JJ diverse) (NML (JJ popular) (NN music)) (NNS genres)))))))))) (, ,) (SBAR (IN since) (S (NP (RB not) (DT all) (NNS genres)) (VP (VBP share) (NP (NP (DT the) (JJ same) (NN representation)) (PP (IN of) (NP (NN emotionality) (CC and) (NN sentimentality)))))))) (. .)))","(S (NP (NP (DT The) (NN connection)) (PP (IN of) (NP (NN ballad))) (PP (IN with) (NP (DT the) (NN goth) (NN genre)))) (VP (VBZ is) (PP (IN of) (NP (JJ general) (NN interest))) (PP (IN with) (NP (NP (NN regard)) (PP (IN to) (NP (NP (NNS relations)) (PP (IN between) (NP (NP (DT the) (NN ballad)) (PP (IN as) (NP (NP (DT a) (NN song) (NN form)) (CC and) (NP (JJ diverse) (NML (JJ popular) (NN music)) (NNS genres)))))))))) (, ,) (SBAR (IN since) ","The connection of ballad with the goth genre is of general interest with regard to relations between the ballad as a song form and diverse  popular music genres,since",0
"In that sense, a goth ballad like My Immortal gains an intersecting affective potential from its ballad character as well as from its references to goth.",cleaned_Fulltext_Metal Ballads as.txt,"(ROOT (S (PP (IN In) (NP (DT that) (NN sense))) (, ,) (NP (NP (DT a) (NN goth) (NN ballad)) (PP (IN like) (NP (PRP$ My) (NNP Immortal)))) (VP (VBZ gains) (NP (NP (DT an) (VBG intersecting) (JJ affective) (NN potential)) (PP (PP (IN from) (NP (PRP$ its) (NN ballad) (NN character))) (CONJP (RB as) (RB well) (IN as)) (PP (IN from) (NP (NP (PRP$ its) (NNS references)) (PP (IN to) (NP (NN goth)))))))) (. .)))","(S (PP (IN In) (NP (DT that) (NN sense))) (, ,) (NP (NP (DT a) (NN goth) (NN ballad)) (PP (IN like) (NP (PRP$ My) (NNP Immortal)))) (VP (VBZ gains) (NP (NP (DT an) (VBG intersecting) (JJ affective) (NN potential)) (PP (PP (IN from) (NP (PRP$ its) (NN ballad) (NN character))) (CONJP (RB as) (RB well) (IN as)) (PP (IN from) (NP (NP (PRP$ its) (NNS references)) (PP (IN to) (NP (NN goth)))))))) (. .)))","In that sense,a goth ballad like My Immortal gains an intersecting affective potential from its ballad character as well as from its references to goth.",0
This becomes particularly clear when comparing this example to Aerosmiths Dont Wanna Miss A Thing.,cleaned_Fulltext_Metal Ballads as.txt,(ROOT (S (NP (DT This)) (VP (VBZ becomes) (ADJP (RB particularly) (JJ clear)) (SBAR (WHADVP (WRB when)) (S (VP (VBG comparing) (NP (DT this) (NN example)) (PP (IN to) (NP (NNP Aerosmiths) (NNP Dont) (NNP Wanna) (NNP Miss) (NNP A) (NNP Thing))))))) (. .))),(S (NP (DT This)) (VP (VBZ becomes) (ADJP (RB particularly) (JJ clear)) (SBAR (WHADVP (WRB when)),This becomes particularly clear when,0
"While that power ballad enables Aerosmith to approach emotions such as love despite their rock band status , such a contradiction does not apply to Evanescence due to the affective overlap between the goth genre and the ballad.",cleaned_Fulltext_Metal Ballads as.txt,"(ROOT (S (SBAR (IN While) (S (NP (DT that) (NN power) (NN ballad)) (VP (VBZ enables) (NP (NNP Aerosmith)) (S (VP (TO to) (VP (VB approach) (NP (NP (NNS emotions)) (PP (JJ such) (IN as) (NP (NN love)))) (PP (IN despite) (NP (PRP$ their) (NML (NN rock) (NN band)) (NN status))))))))) (, ,) (NP (PDT such) (DT a) (NN contradiction)) (VP (VBZ does) (RB not) (VP (VB apply) (PP (IN to) (NP (NNP Evanescence))) (PP (IN due) (IN to) (NP (NP (DT the) (JJ affective) (NN overlap)) (PP (IN between) (NP (NP (DT the) (NN goth) (NN genre)) (CC and) (NP (DT the) (NN ballad)))))))) (. .)))",(S (SBAR (IN While),While,0
The same overlap concerns Amy Lee being a female singer with the connotation of both the goth genre and ballads with femineity.,cleaned_Fulltext_Metal Ballads as.txt,(ROOT (S (NP (DT The) (JJ same) (NN overlap)) (VP (VBZ concerns) (S (NP (NNP Amy) (NNP Lee)) (VP (VBG being) (NP (NP (DT a) (JJ female) (NN singer)) (PP (IN with) (NP (NP (DT the) (NN connotation)) (PP (IN of) (NP (CC both) (NP (NP (DT the) (NN goth) (NN genre) (CC and) (NNS ballads)) (PP (IN with) (NP (NN femineity)))))))))))) (. .))),(S (NP (DT The) (JJ same) (NN overlap)) (VP (VBZ concerns),The same overlap concerns,1
"Amy Lees role in Evanescence reflects the observation that there is a greater participation of women in bands in sub-genres such as symphonic metal or goth metal, although this usually relates to the task of singing .",cleaned_Fulltext_Metal Ballads as.txt,"(ROOT (S (NP (NP (NML (NNP Amy) (NNP Lees)) (NN role)) (PP (IN in) (NP (NNP Evanescence)))) (VP (VBZ reflects) (NP (DT the) (NN observation) (SBAR (IN that) (S (NP (EX there)) (VP (VBZ is) (NP (NP (DT a) (JJR greater) (NN participation)) (PP (IN of) (NP (NP (NNS women)) (PP (IN in) (NP (NP (NNS bands)) (PP (IN in) (NP (NP (NNS sub-genres)) (PP (JJ such) (IN as) (NP (NP (JJ symphonic) (NN metal)) (CC or) (NP (NN goth) (NN metal))))))))))) (, ,) (SBAR (IN although) (S (NP (DT this)) (ADVP (RB usually)) (VP (VBZ relates) (PP (IN to) (NP (NP (DT the) (NN task)) (PP (IN of) (S (NP (VBG singing)))))))))))))) (. .)))",(S (NP (NP (NML (NNP Amy) (NNP Lees)) (NN role)) (PP (IN in) (NP (NNP Evanescence)))) (VP (VBZ reflects) (NP (DT the) (NN observation) (SBAR (IN that), Amy Lees role in Evanescence reflects the observation that,0
"Lees singing is melodic, her clear, bright voice recalling operatic singing styles.",cleaned_Fulltext_Metal Ballads as.txt,"(ROOT (S (NP (NNP Lees) (VBG singing)) (VP (VBZ is) (NP (NP (JJ melodic)) (, ,) (NP (NP (PRP$ her) (JJ clear) (, ,) (JJ bright) (NN voice)) (VP (VBG recalling) (NP (JJ operatic) (NN singing) (NNS styles)))))) (. .)))","(S (NP (NNP Lees) (VBG singing)) (VP (VBZ is) (NP (NP (JJ melodic)) (, ,) (NP (NP (PRP$ her) (JJ clear) (, ,) (JJ bright) (NN voice)) (VP (VBG recalling) (NP (JJ operatic) (NN singing) (NNS styles)))))) (. .)))","Lees singing is melodic,her clear,bright voice recalling operatic singing styles.",0
"This also includes the fact that in her vocal performance, Lee does not use stereotypically masculine-connoted rock vocal styles as described by Suzanne C. Cusick, who uses Eddie Vedder as an example of a voice with a harsh, forced timbre, a sound so rough it is often hard to distinguish whether he is in tune or notindeed, the distinction seems not to matter .",cleaned_Fulltext_Metal Ballads as.txt,"(ROOT (S (NP (DT This)) (ADVP (RB also)) (VP (VBZ includes) (NP (DT the) (NN fact) (SBAR (IN that) (S (PP (IN in) (NP (PRP$ her) (JJ vocal) (NN performance))) (, ,) (NP (NNP Lee)) (VP (VBZ does) (RB not) (VP (VB use) (NP (ADJP (RB stereotypically) (JJ masculine) (HYPH -) (VBN connoted)) (ADJP (NN rock) (JJ vocal)) (NNS styles)) (SBAR (IN as) (S (S (VP (VBN described) (PP (IN by) (NP (NP (NNP Suzanne) (NNP C.) (NNP Cusick)) (, ,) (SBAR (WHNP (WP who)) (S (VP (VBZ uses) (NP (NNP Eddie) (NNP Vedder)) (PP (IN as) (NP (NP (DT an) (NN example)) (PP (IN of) (NP (NP (DT a) (NN voice)) (PP (IN with) (NP (DT a) (JJ harsh) (, ,) (VBN forced) (NN timbre)))))))))) (, ,)))) (NP (NP (DT a) (NN sound)) (ADJP (ADJP (RB so) (JJ rough)) (SBAR (S (NP (NP (PRP it))) (VP (VBZ is) (ADVP (RB often)) (ADJP (JJ hard)) (S (VP (TO to) (VP (VB distinguish) (SBAR (IN whether) (S (NP (PRP he)) (VP (VBZ is) (PP (IN in) (NP (NN tune) (CC or) (JJ notindeed))))))))))))))) (, ,) (NP (DT the) (NN distinction)) (VP (VBZ seems) (S (RB not) (VP (TO to) (VP (VB matter))))))))))))) (. .)))",(S (NP (DT This)) (ADVP (RB also)) (VP (VBZ includes) (NP (DT the) (NN fact) (SBAR (IN that),This also includes the fact that,0
"Although Lee does not challenge stereotypical gendered norms in symphonic or goth metal through her singing or her image, what is still not clearly visible or audible is the fact that in addition to her role as a singer with Evanescence, she is also a composer and pianist in the band.",cleaned_Fulltext_Metal Ballads as.txt,"(ROOT (S (SBAR (IN Although) (S (NP (NNP Lee)) (VP (VBZ does) (RB not) (VP (VB challenge) (NP (NP (JJ stereotypical) (JJ gendered) (NNS norms)) (PP (IN in) (NP (ADJP (JJ symphonic) (CC or) (JJ goth)) (NN metal)))) (PP (IN through) (NP (NP (PRP$ her) (NN singing)) (CC or) (NP (PRP$ her) (NN image)))))))) (, ,) (SBAR (WHNP (WP what)) (S (VP (VBZ is) (ADVP (RB still)) (RB not) (ADVP (RB clearly)) (ADJP (JJ visible) (CC or) (JJ audible))))) (VP (VBZ is) (NP (DT the) (NN fact) (SBAR (IN that) (S (PP (IN in) (NP (NP (NN addition)) (PP (IN to) (NP (NP (PRP$ her) (NN role)) (PP (IN as) (NP (NP (DT a) (NN singer)) (PP (IN with) (NP (NNP Evanescence))))))))) (, ,) (NP (PRP she)) (VP (VBZ is) (ADVP (RB also)) (NP (NP (DT a) (NN composer) (CC and) (NN pianist)) (PP (IN in) (NP (DT the) (NN band))))))))) (. .)))",(S (SBAR (IN Although),Although,1
"Despite rather normative stagings of femininity, as seen in Lees performance, studies show that the performativity of hyperfemininity in goth scenes is empowering for these women:",cleaned_Fulltext_Metal Ballads as.txt,"(ROOT (S (PP (IN Despite) (NP (NP (ADJP (RB rather) (JJ normative)) (NNS stagings)) (PP (IN of) (NP (NN femininity))) (, ,) (SBAR (IN as) (S (VP (VBN seen) (PP (IN in) (NP (NNP Lees) (NN performance)))))) (, ,))) (NP (NNS studies)) (VP (VBP show) (SBAR (IN that) (S (NP (NP (DT the) (NN performativity)) (PP (IN of) (NP (NN hyperfemininity))) (PP (IN in) (NP (JJ goth) (NNS scenes)))) (VP (VBZ is) (VP (VBG empowering) (PP (IN for) (NP (DT these) (NNS women)))))))) (: :)))","(S (PP (IN Despite) (NP (NP (ADJP (RB rather) (JJ normative)) (NNS stagings)) (PP (IN of) (NP (NN femininity))) (, ,) (SBAR (IN as) ","Despite rather normative stagings of femininity,as",0
Goth women seem to take control of their own image precisely by projecting an excessive femininity and sexiness which invites the male gaze only to confound it and keep it at a distance .,cleaned_Fulltext_Metal Ballads as.txt,(ROOT (S (NP (JJ Goth) (NNS women)) (VP (VBP seem) (S (VP (TO to) (VP (VB take) (NP (NN control)) (PP (IN of) (NP (PRP$ their) (JJ own) (NN image))) (PP (ADVP (RB precisely)) (IN by) (S (VP (VBG projecting) (NP (NP (DT an) (JJ excessive) (NN femininity) (CC and) (NN sexiness)) (SBAR (WHNP (WDT which)) (S (VP (VBZ invites) (NP (DT the) (JJ male) (NN gaze)) (S (ADVP (RB only)) (VP (TO to) (VP (VP (VB confound) (NP (PRP it))) (CC and) (VP (VB keep) (NP (PRP it)) (PP (IN at) (NP (DT a) (NN distance)))))))))))))))))) (. .))),(S (NP (JJ Goth) (NNS women)) (VP (VBP seem),Goth women seem,0
"Looking at the songs reception through a music review of the album by the German magazine Rock Hard, My Immortal is discussed favorably by associating it with good songwriting.",cleaned_Fulltext_Metal Ballads as.txt,"(ROOT (S (S (VP (VBG Looking) (PP (IN at) (NP (DT the) (NNS songs) (NN reception))) (PP (IN through) (NP (NP (DT a) (NN music) (NN review)) (PP (IN of) (NP (DT the) (NN album))) (PP (IN by) (NP (NP (DT the) (JJ German) (NN magazine)) (NP (NNP Rock) (NNP Hard)))))))) (, ,) (NP (PRP$ My) (NNP Immortal)) (VP (VBZ is) (VP (VBN discussed) (ADVP (RB favorably)) (PP (IN by) (S (VP (VBG associating) (NP (PRP it)) (PP (IN with) (NP (JJ good) (NN songwriting)))))))) (. .)))","(S (VP (VBG Looking) (PP (IN at) (NP (DT the) (NNS songs) (NN reception))) (PP (IN through) (NP (NP (DT a) (NN music) (NN review)) (PP (IN of) (NP (DT the) (NN album))) (PP (IN by) (NP (NP (DT the) (JJ German) (NN magazine)) (NP (NNP Rock) (NNP Hard)))))))) (, ,) (NP (PRP$ My) (NNP Immortal)) (VP (VBZ is) (VP (VBN discussed) (ADVP (RB favorably)) (PP (IN by) ","Looking at the songs reception through a music review of the album by the German magazine Rock Hard,My Immortal is discussed favorably by",0
"In comparison to the already cited review of Extremes More Than Words in the same magazine, the author here does not comment on the ballad being an exception with regard to the repertoire of the band or the genre of their musical work.",cleaned_Fulltext_Metal Ballads as.txt,"(ROOT (S (PP (IN In) (NP (NP (NP (NN comparison)) (PP (IN to) (NP (NP (DT the) (ADJP (RB already) (VBN cited)) (NN review)) (PP (IN of) (NP (NNPS Extremes)))))) (ADJP (ADVP (JJR More)) (PP (IN Than) (NP (NNPS Words))) (PP (IN in) (NP (DT the) (JJ same) (NN magazine)))))) (, ,) (NP (NP (DT the) (NN author)) (ADVP (RB here))) (VP (VBZ does) (RB not) (VP (VB comment) (PP (IN on) (S (NP (DT the) (NN ballad)) (VP (VBG being) (NP (NP (DT an) (NN exception)) (PP (IN with) (NP (NP (NN regard)) (PP (IN to) (NP (NP (DT the) (NN repertoire)) (PP (IN of) (NP (NP (DT the) (NN band)) (CC or) (NP (NP (DT the) (NN genre)) (PP (IN of) (NP (PRP$ their) (JJ musical) (NN work)))))))))))))))) (. .)))","(S (PP (IN In) (NP (NP (NP (NN comparison)) (PP (IN to) (NP (NP (DT the) (ADJP (RB already) (VBN cited)) (NN review)) (PP (IN of) (NP (NNPS Extremes)))))) (ADJP (ADVP (JJR More)) (PP (IN Than) (NP (NNPS Words))) (PP (IN in) (NP (DT the) (JJ same) (NN magazine)))))) (, ,) (NP (NP (DT the) (NN author)) (ADVP (RB here))) (VP (VBZ does) (RB not) (VP (VB comment) (PP (IN on) ","In comparison to the already cited review of Extremes More Than Words in the same magazine,the author here does not comment on",0
Naming the Irish New Age Singer-Songwriter Enya as a reference still puts Evanescence outside of the typical genres usually discussed in the magazine.,cleaned_Fulltext_Metal Ballads as.txt,(ROOT (S (S (VP (VBG Naming) (NP (DT the) (NML (NNP Irish) (NNP New) (NNP Age)) (NNP Singer) (HYPH -) (NNP Songwriter) (NNP Enya)) (PP (IN as) (NP (DT a) (NN reference))))) (ADVP (RB still)) (VP (VBZ puts) (NP (NNP Evanescence)) (ADVP (RB outside) (PP (IN of) (NP (NP (DT the) (JJ typical) (NNS genres)) (VP (ADVP (RB usually)) (VBN discussed) (PP (IN in) (NP (DT the) (NN magazine)))))))) (. .))),(S (VP (VBG Naming) (NP (DT the) (NML (NNP Irish) (NNP New) (NNP Age)) (NNP Singer) (HYPH -) (NNP Songwriter) (NNP Enya)) (PP (IN as) (NP (DT a) (NN reference))))) (ADVP (RB still)) (VP (VBZ puts) (NP (NNP Evanescence)) (ADVP (RB outside) (PP (IN of) (NP (NP (DT the) (JJ typical) (NNS genres)) (VP (ADVP (RB usually)) (VBN discussed) (PP (IN in) (NP (DT the) (NN magazine)))))))) (. .))),Naming the  Irish New Age inger-ongwriter Enya as a reference still puts Evanescence outside of the typical genres usually discussed in the magazine.,0
"On Fallen irresistible hits rule, like the opener Going Under, the impossible to get out of your head Everybodys Fool or the ballads My Immortal and Hello with typical Enya characteristics , where the main focus is on good songwriting and not on hip coolness.",cleaned_Fulltext_Metal Ballads as.txt,"(ROOT (S (PP (IN On) (NP (ADJP (NNP Fallen) (JJ irresistible)) (NNS hits) (NN rule))) (, ,) (PP (IN like) (NP (NP (DT the) (NN opener)) (VP (VBG Going) (ADVP (RB Under))))) (, ,) (NP (DT the) (JJ impossible) (S (VP (TO to) (VP (VB get) (PP (IN out) (PP (IN of) (NP (PRP$ your) (NN head)))) (NP (NP (NNP Everybodys) (NNP Fool)) (CC or) (NP (DT the) (NNS ballads))) (NP (PRP$ My) (NNP Immortal) (CC and) (UH Hello)) (PP (IN with) (NP (NP (JJ typical) (NNP Enya) (NNS characteristics)) (, ,) (SBAR (WHADVP (WRB where)) (S (NP (DT the) (JJ main) (NN focus)) (VP (VBZ is) (PP (PP (IN on) (NP (JJ good) (NN songwriting))) (CC and) (RB not) (PP (IN on) (NP (NN hip) (NN coolness))))))))))))) (. .)))","(S (PP (IN On) (NP (ADJP (NNP Fallen) (JJ irresistible)) (NNS hits) (NN rule))) (, ,) (PP (IN like) (NP (NP (DT the) (NN opener)) (VP (VBG Going) (ADVP (RB Under))))) (, ,) (NP (DT the) (JJ impossible) ","On Fallen irresistible hits rule,like the opener Going Under,the impossible",0
"Nevertheless, there are voices that already call Fallen a safe album, a plastic product for the masses.",cleaned_Fulltext_Metal Ballads as.txt,"(ROOT (S (ADVP (RB Nevertheless)) (, ,) (NP (EX there)) (VP (VBP are) (NP (NP (NNS voices)) (SBAR (WHNP (WDT that)) (S (ADVP (RB already)) (VP (VBP call) (S (VP (VBN Fallen) (NP (NP (DT a) (JJ safe) (NN album)) (, ,) (NP (NP (DT a) (JJ plastic) (NN product)) (PP (IN for) (NP (DT the) (NNS masses)))))))))))) (. .)))","(S (ADVP (RB Nevertheless)) (, ,) (NP (EX there)) (VP (VBP are) (NP (NP (NNS voices)) (SBAR (WHNP (WDT that)) ","Nevertheless,there are voices that",0
"And that is absolute nonsense, because ultimately the eleven pieces possess an elementary component of good music in excess: namely soul .",cleaned_Fulltext_Metal Ballads as.txt,"(ROOT (S (CC And) (NP (DT that)) (VP (VBZ is) (NP (JJ absolute) (NN nonsense)) (, ,) (SBAR (IN because) (S (ADVP (RB ultimately)) (NP (DT the) (CD eleven) (NNS pieces)) (VP (VBP possess) (NP (NP (NP (DT an) (JJ elementary) (NN component)) (PP (IN of) (NP (JJ good) (NN music))) (PP (IN in) (NP (NN excess)))) (: :) (NP (ADVP (RB namely)) (NN soul))))))) (. .)))","(S (CC And) (NP (DT that)) (VP (VBZ is) (NP (JJ absolute) (NN nonsense)) (, ,) (SBAR (IN because) ","And that is absolute nonsense,because",0
The appearance of the album in a Rock Hard review indicates that the magazines metal fan readership it supposed to accept it as metal album.,cleaned_Fulltext_Metal Ballads as.txt,(ROOT (S (NP (NP (DT The) (NN appearance)) (PP (IN of) (NP (DT the) (NN album))) (PP (IN in) (NP (DT a) (NML (NNP Rock) (JJ Hard)) (NN review)))) (VP (VBZ indicates) (SBAR (IN that) (NP (NP (DT the) (NML (NML (NNS magazines) (NN metal)) (NN fan)) (NN readership)) (SBAR (S (NP (PRP it)) (VP (VBD supposed) (S (VP (TO to) (VP (VB accept) (NP (PRP it)) (PP (IN as) (NP (NN metal) (NN album)))))))))))) (. .))),(S (NP (NP (DT The) (NN appearance)) (PP (IN of) (NP (DT the) (NN album))) (PP (IN in) (NP (DT a) (NML (NNP Rock) (JJ Hard)) (NN review)))) (VP (VBZ indicates) (SBAR (IN that) (NP (NP (DT the) (NML (NML (NNS magazines) (NN metal)) (NN fan)) (NN readership)) (SBAR,The appearance of the album in a  Rock Hard review indicates that the  magazines metal fan readership,0
"Although the author mentions the accusation of commercialization and selling-out in the review, he personally rejects it.",cleaned_Fulltext_Metal Ballads as.txt,"(ROOT (S (SBAR (IN Although) (S (NP (DT the) (NN author)) (VP (VBZ mentions) (NP (NP (DT the) (NN accusation)) (PP (IN of) (NP (NP (NN commercialization)) (CC and) (NP (NN selling) (HYPH -) (RP out)))) (PP (IN in) (NP (DT the) (NN review))))))) (, ,) (NP (PRP he)) (ADVP (RB personally)) (VP (VBZ rejects) (NP (PRP it))) (. .)))",(S (SBAR (IN Although),Although,0
"However, good songwriting instead of hip coolness and soul in the music evince a vocabulary that assigns quality and authenticity for female metal but delimits this assignment via a strict separation from male-connotated quality and criteria of authenticity.",cleaned_Fulltext_Metal Ballads as.txt,"(ROOT (S (ADVP (RB However)) (, ,) (NP (NP (JJ good) (NN songwriting)) (PP (RB instead) (IN of) (NP (NN hip) (NN coolness) (CC and) (NN soul))) (PP (IN in) (NP (DT the) (NN music)))) (VP (VB evince) (NP (NP (DT a) (NN vocabulary)) (SBAR (WHNP (WDT that)) (S (VP (VP (VBZ assigns) (NP (NN quality) (CC and) (NN authenticity)) (PP (IN for) (NP (JJ female) (NN metal)))) (CC but) (VP (VBZ delimits) (NP (DT this) (NN assignment)) (PP (IN via) (NP (NP (DT a) (JJ strict) (NN separation)) (PP (IN from) (NP (NP (ADJP (NN male) (HYPH -) (VBN connotated)) (NN quality) (CC and) (NNS criteria)) (PP (IN of) (NP (NN authenticity))))))))))))) (. .)))","(S (ADVP (RB However)) (, ,) (NP (NP (JJ good) (NN songwriting)) (PP (RB instead) (IN of) (NP (NN hip) (NN coolness) (CC and) (NN soul))) (PP (IN in) (NP (DT the) (NN music)))) (VP (VB evince) (NP (NP (DT a) (NN vocabulary)) (SBAR (WHNP (WDT that)) ","However,good songwriting instead of hip coolness and soul in the music evince a vocabulary that",1
"Because Amy Lee has the role of the singer and thus moves within the legitimate gender roles for women in the goth genre, does not take over any male-connoted parts of metal singing in her vocal style, and transports rather female-connoted feelings in the lyrics, she does not challenge any gender-related boundaries in the sense of a queer reading.",cleaned_Fulltext_Metal Ballads as.txt,"(ROOT (S (SBAR (IN Because) (S (NP (NNP Amy) (NNP Lee)) (VP (VP (VP (VBZ has) (NP (NP (DT the) (NN role)) (PP (IN of) (NP (DT the) (NN singer))))) (CC and) (ADVP (RB thus)) (VP (VBZ moves) (PP (IN within) (NP (NP (DT the) (JJ legitimate) (NN gender) (NNS roles)) (PP (IN for) (NP (NP (NNS women)) (PP (IN in) (NP (DT the) (JJ goth) (NN genre))))))))) (, ,)))) (VP (VBZ does) (RB not) (VP (VP (VB take) (PRT (IN over)) (NP (NP (DT any) (ADJP (NN male) (HYPH -) (VBN connoted)) (NNS parts)) (PP (IN of) (NP (NP (NN metal) (VBG singing)) (PP (IN in) (NP (PRP$ her) (JJ vocal) (NN style))))))) (, ,) (CC and) (VP (VBZ transports) (NP (ADJP (RB rather) (JJ female) (HYPH -) (VBN connoted)) (NNS feelings)) (PP (IN in) (NP (DT the) (NNS lyrics)))))) (, ,) (S (NP (PRP she)) (VP (VBZ does) (RB not) (VP (VB challenge) (NP (DT any) (ADJP (NN gender) (HYPH -) (JJ related)) (NNS boundaries)) (PP (IN in) (NP (NP (DT the) (NN sense)) (PP (IN of) (NP (DT a) (NN queer) (NN reading)))))))) (. .)))",(S (SBAR (IN Because),Because,0
"The ballad, thus, seems to be both genre- and gender-adequate in its depiction of love as melancholy.",cleaned_Fulltext_Metal Ballads as.txt,"(ROOT (S (NP (DT The) (NN ballad)) (, ,) (ADVP (RB thus)) (, ,) (VP (VBZ seems) (S (VP (TO to) (VP (VB be) (NP (CC both) (NP (NN genre-)) (CC and) (ADJP (NN gender) (HYPH -) (JJ adequate))) (PP (IN in) (NP (NP (PRP$ its) (NN depiction)) (PP (IN of) (NP (NP (NN love)) (PP (IN as) (NP (NN melancholy))))))))))) (. .)))","(S (NP (DT The) (NN ballad)) (, ,) (ADVP (RB thus)) (, ,) (VP (VBZ seems) ","The ballad,thus,seems",1
"Our guiding question was how ambivalences are aesthetically and discursively generated in relation to metal ballads and whether a devaluation is evident in the evaluations of ballads in the relevant discourses of music criticism, indicating an axiological hierarchization of metal ballads as low pop.",cleaned_Fulltext_Metal Ballads as.txt,"(ROOT (S (NP (PRP$ Our) (NN guiding) (NN question)) (VP (VBD was) (SBAR (SBAR (WHADVP (WRB how)) (S (NP (NNS ambivalences)) (VP (VBP are) (ADJP (RB aesthetically) (CC and) (RB discursively)) (VP (VBN generated) (PP (IN in) (NP (NP (NN relation)) (PP (IN to) (NP (NN metal) (NNS ballads))))))))) (CC and) (SBAR (IN whether) (S (NP (DT a) (NN devaluation)) (VP (VBZ is) (ADJP (JJ evident)) (PP (IN in) (NP (NP (DT the) (NNS evaluations)) (PP (IN of) (NP (NNS ballads))) (PP (IN in) (NP (NP (DT the) (JJ relevant) (NNS discourses)) (PP (IN of) (NP (NN music) (NN criticism))))))) (, ,) (S (VP (VBG indicating) (NP (NP (DT an) (JJ axiological) (NN hierarchization)) (PP (IN of) (NP (NP (NN metal) (NNS ballads)) (PP (IN as) (NP (JJ low) (NN pop))))))))))))) (. .)))",(S (NP (PRP$ Our) (NN guiding) (NN question)) (VP (VBD was) (SBAR (SBAR (WHADVP (WRB how)),Our guiding question was how,0
This hierarchy implies that low pop is popular in a quantitative sense but would be considered low in a qualitative sense.,cleaned_Fulltext_Metal Ballads as.txt,(ROOT (S (NP (DT This) (NN hierarchy)) (VP (VBZ implies) (SBAR (IN that) (S (NP (JJ low) (NN pop)) (VP (VP (VBZ is) (ADJP (JJ popular)) (PP (IN in) (NP (DT a) (JJ quantitative) (NN sense)))) (CC but) (VP (MD would) (VP (VB be) (VP (VBN considered) (S (ADJP (JJ low))) (PP (IN in) (NP (DT a) (JJ qualitative) (NN sense)))))))))) (. .))),(S (NP (DT This) (NN hierarchy)) (VP (VBZ implies) (SBAR (IN that),This hierarchy implies that,1
