,Paragraph,Chunk,File_name,n_chunks
355,"Reading is an inherently social activity during which ‘readers are engaged prospectively in social encounters from the moment they pick up the new book and open the cover’ (Myers, 2009: 339). The current study derives from the author’s social literary initiative, ‘read.live.learn’,1 which was established as a way of introducing meaningful and stimulating activity into Northern Ireland’s only female prison. Prior to the project’s inception, the prison environment was found to be apathetic and disheartening, constituted by a ‘debilitating and demoralising regime’ (Scraton and Moore, 2009; see also a prison inspection report HM Inspectorate of Prisons (2013). It was anticipated that the project would improve wellbeing by encouraging social interaction, developing empathy and confidence through reading and responding to literary fiction in real-time read-aloud groups (see for example, Billington, 2011). The weekly groups were held in a small unfurnished room in the education block of the prison and attended voluntarily by between three and twelve prisoners for around two hours. Some of the women knew each other through communal activities in the prison, and some shared the same landing (but cells were not shared). The structure of each session was as follows: as group facilitator I read prose (for example, short stories or chapters from books) and poetry aloud pausing often to allow responses from within the group, and to encourage discussion about real- life issues triggered by the characters and situations represented in the texts. Although not its primary aim, the project also provided a unique opportunity to explore first hand the complex relationships between texts, real readers and real-time reading contexts. This study, therefore, focuses on such interactions and is grounded in stylistics through an application of Text World Theory as a way of understanding and expressing these relationships. Using data collected from detailed observational notes, interviews and written responses to evaluative questionnaires, the paper offers an appraisal of Text World Theory and suggests developments to the framework to account more fully for what I will propose is both a top-down and a bottom-up interpretative process.","The current study derives from the author’s social literary initiative, ‘read.live.learn’,1 which was established as a way of introducing meaningful and stimulating activity into Northern Ireland’s only female prison. 
  It was anticipated that the project would improve wellbeing by encouraging social interaction, developing empathy and confidence through reading and responding to literary fiction in real-time read-aloud groups 
 The weekly groups were held in a small unfurnished room in the education block of the prison and attended voluntarily by between three and twelve prisoners for around two hours. 
 The structure of each session was as follows: as group facilitator I read prose 
 and poetry aloud pausing often to allow responses from within the group, and to encourage discussion about real- life issues triggered by the characters and situations represented in the texts. 
 This study, therefore, focuses on such interactions and is grounded in stylistics through an application of Text World Theory as a way of understanding and expressing these relationships. 
  the paper offers an appraisal of Text World Theory and suggests developments to the framework 
",Text World Theory,7
356,"Rooted in cognitive linguistics, Text World Theory offers a holistic framework through which to analyse how discourse is conceptually constructed and negotiated by discourse participants. The model is fundamentally concerned with coherence, in that it can be used as a tool for understanding how readers make sense of texts. In so doing, Text World Theory employs the notion of mental spaces (Fauconnier, 1994; Fauconnier and Turner, 2002) or ‘worlds’ that are ‘text-driven’ (Werth, 1999: 103); that is, they are derived from the propositions in a text established through deictic parameters and referential elements. The resulting text-worlds develop through ‘function-advancing’ elements, new information which is added or incremented as the text progresses, which according to Werth (1999: 346) ‘give the text its point’. Participants are salient entities in text-world formation who in a reading situation occupy either the ‘here and now’ of the reading context (readers) or the ‘then’ of the writing context (authors). Both these contexts sit outside the world of the text (although they inform it) and constitute a ‘(split) discourse-world’ (that is, a space that represents the context of a communicative interaction – in the case of reader / author this world is separated by time and space, hence ‘split’). Discourse-world participants construct text-worlds, relying in part on their immediate discourse situation and on what they know or can infer from their own knowledge frames (Werth, 1999: 83). Participants within the text itself are defined as ‘characters’ (and further subdivided into ‘enactors’ and ‘bystanders’) by Werth (1999: 82; see also Emmott, 1992 and Gavins, 2007) whose own mental representations within the text-world often generate other ontologically distinct worlds through the use of, for example, modality – such as when readers are given access to characters’ mental representations – negation, hypotheticality, reported speech or focalization. These other worlds are termed ‘sub-worlds’ (Werth 1999: 55) or ‘world-switches’ (Gavins, 2007). Such world-switches occur when the narrative adopts a different temporal or spatial perspective and are usually triggered deictically (for example, through adverbs such as ‘meanwhile’, ‘yesterday’, ‘then’, ‘now’, ‘here’, ‘there’, and so on).","Text World Theory offers a holistic framework through which to analyse how discourse is conceptually constructed and negotiated by discourse participants. 
 The model is fundamentally concerned with coherence, in that it can be used as a tool for understanding how readers make sense of texts. 
 Participants are salient entities in text-world formation who in a reading situation occupy either the ‘here and now’ of the reading context 
 or the ‘then’ of the writing context 
 Both these contexts sit outside the world of the text 
 and constitute a ‘(split) discourse-world’ 
 Discourse-world participants construct text-worlds, relying in part on their immediate discourse situation and on what they know or can infer from their own knowledge frames 
 Participants within the text itself are defined as ‘characters’ 
 whose own mental representations within the text-world often generate other ontologically distinct worlds 
  Such world-switches occur when the narrative adopts a different temporal or spatial perspective and are usually triggered deictically 
",Text World Theory,10
357,"My rationale for using Text World Theory lies in its ability to account for both the language event and the context or situation in which it occurs, which makes it a very serviceable framework for analyzing readers’ responses to literature as Whiteley (2011) and Peplow et al. (2016) convincingly demonstrate. My analysis departs from current research that posits Text World Theory as a top-down processing model that operates unidirectionally so that discourse-world knowledge is imported to the text-world, rather than text-worlds contributing to discourse-world understanding. Lahey (2015) acknowledges as much when she writes that ‘upward influence from the text-world to the dis- course-world level is not predicted by contemporary Text World Theory, in which the text-world is always considered to be a product of the discourse-world, rather than an element in its formation’. I argue that through the concept of ‘projection’, resulting text- worlds can be incremented back into the discourse-world, thus functioning bi-direction- ally, potentially reifying discourse-world knowledge. Stockwell alludes to such circularity when he talks of a ‘feedback loop’ from the text-world to the discourse-world in the production of ‘empathy’ that ‘indicates a shift back […] towards a realignment of [a] readerly stance’ (2009: 95). However, whilst his suggestion of bidirectionality points to the capacity for text-worlds to inform and reshape discourse-world narratives, his study does not consider how such bidirectionality works in practice. In what follows, I address this gap, and in so doing discuss how the ontological divide between the text- world and discourse-world is blurred and negotiated during reading. The following sections examine the shared reading experiences of a group of female prisoners reading Kate Chopin’s short story, The Story of an Hour (1894). I begin with a short summary of the text, followed by a stylistic analysis of the story that employs the Text World model, before discussing the reception of the text in a real-time reading group in Hydebank prison.","My rationale for using Text World Theory lies in its ability to account for both the language event and the context or situation in which it occurs 
 My analysis departs from current research that posits Text World Theory as a top-down processing model that operates unidirectionally so that discourse-world knowledge is imported to the text-world, rather than text-worlds contributing to discourse-world understanding. 
 I argue that through the concept of ‘projection’, resulting text- worlds can be incremented back into the discourse-world, thus functioning bi-direction- ally, potentially reifying discourse-world knowledge. 
 discuss how the ontological divide between the text- world and discourse-world is blurred and negotiated during reading. 
 I begin with a short summary of the text, followed by a stylistic analysis of the story that employs the Text World model, before discussing the reception of the text in a real-time reading group in Hydebank prison. 
",Text World Theory,5
358,"In The Story of an Hour, the protagonist, Mrs Mallard, is told that her husband, Brently, has died in an accident.2 The remainder of the story describes Mrs Mallard’s contemplation of the potential (and thus, hypothetical) impact of Brently Mallard’s death after she retires to her bedroom upon hearing the news. During this period, the heterodiegetic narrator reports some conflicting messages; there is weeping with ‘wild abandonment’ (paragraph 3) which a reader might safely assume implies grief – indeed such a conclusion can be confirmed a few lines later when ‘the storm of grief had spent itself’ [my emphasis] – and then there is ‘exalted perception’ (paragraph 12) followed by an epiphanic realisation (relatively later) that she, Mrs Mallard, is now ‘free’. Shortly after- wards, Mrs Mallard leaves her room and descends the stairs in her home to be greeted by none other than her husband who, to everyone’s surprise (including the reader’s), has just walked in through the front door. Consequently, Mrs Mallard is overcome with shock and in an ironic twist, drops dead of a heart attack.","In The Story of an Hour, the protagonist, Mrs Mallard, is told that her husband, Brently, has died in an accident. 
 The remainder of the story describes Mrs Mallard’s contemplation of the potential 
 impact of Brently Mallard’s death after she retires to her bedroom upon hearing the news. 
",Text World Theory,3
359,"Stylistically, the text is written in third person narration through an external focaliser (but see below) and opens with a non-finite embedded clause: ‘Knowing that Mrs Mallard was afflicted with a heart trouble, great care was taken to break to her as gently as possible the news of her husband’s death.’ In text-world terms, this constitutes an epistemic modal-world (Gavins, 2007: 110) in which the truth value of a proposition (its epistemic commitment) is encoded in lexical modal verbs (triggered by ‘knowing’). Information about Mr Mallard’s death is enactor-accessible (and therefore unverifiable) but it is incremented nonetheless and is, of course, crucial to setting up the twist. In this emerging text-world the world-builders are the noun phrases, Mrs Mallard, and less so, Brently Mallard; the latter’s referent is what I will call a ghost enactor as he is not a sentient being. Therefore, incrementing this information means accounting for a logical presupposition (that Brently was previously alive) and so requires a second text-world that precedes the initial text-world. This can be seen diagrammatically in Figure 1.","Stylistically, the text is written in third person narration through an external focaliser 
  and opens with a non-finite embedded clause 
 Information about Mr Mallard’s death is enactor-accessible 
 but it is incremented nonetheless and is, of course, crucial to setting up the twist. 
 In this emerging text-world the world-builders are the noun phrases 
 incrementing this information means accounting for a logical presupposition 
 and so requires a second text-world that precedes the initial text-world. 
",Text World Theory,7
360,"The presupposition is firstly accommodated then backgrounded. Other information likely to be incremented by discourse participants includes (a) there is ‘news’, (b) that Mrs Mallard has a health issue, (c) that there are text-world enactors who exist who know of Mrs Mallard’s health issue, (d) that the health issue is likely to be adversely impacted by bad news, (e) that there are people who are sensitive to her health issue, and so on.","The presupposition is firstly accommodated then backgrounded. Other information likely to be incremented by discourse participants 
",Text World Theory,1
361,"After the news is broken there is a world-switch in narrative time back to the enactor Richards’s earlier discovery of the accident, ‘it was he [Richards] who had been at the newspaper office when intelligence of the accident had been received’. This world- switch constitutes an enactor accessible sub-world in which Richards ‘receives’ the intelligence via a telegram (Figure 2) which is implied rather than stated (it was ‘confirmed’ through a second telegram that presupposes the first) and are in grey type in Figure 2. The world building (WB) elements in grey type are inferences.","After the news is broken there is a world-switch in narrative time back to the enactor Richards’s earlier discovery of the accident 
 This world- switch constitutes an enactor accessible sub-world in which Richards ‘receives’ the intelligence via a telegram 
 The world building (WB) elements in grey type are inferences. 
",Text World Theory,3
362,"Later there is a shift in narrative perspective when Mrs Mallard becomes the focaliser established through the lines ‘she could see in the open square before her house’ in which the prepositional locative adverb ‘before’ along with the non-finite verb form ‘see’ act as world-builders conveying Mrs Mallard’s visual perspective. Her point of view is developed through the deictic parameters of the non-finite verb forms; ‘a peddler was crying his wares’, ‘[…] someone was singing’, and ‘countless sparrows were twittering’ [my emphasis], which position Mrs Mallard as the deictic centre around whom the text-world is being built (Figure 3).","Later there is a shift in narrative perspective when Mrs Mallard becomes the focaliser 
 Her point of view is developed through the deictic parameters of the non-finite verb forms 
",Text World Theory,2
363,"The verb tense forms bring the discourse-world participant closer to the text-world enactor’s present time, the ‘now’ of Mrs Mallard’s subjective experience, which up to this point is mediated through an external focaliser; ‘She was young […]’, before the mode of narration changes with ‘but now […] there was a dull stare in her eyes, whose gaze was fixed away off yonder on one of those patches of blue sky. […]’ [my emphasis]. The proximal deictic adverb ‘now’ along with ‘those’ further aligns the reader with Mrs Mallard’s point of view, narrowing the conceptual distance between enactor and narrator. Finally, a diegetic shift into free indirect discourse generates an enactor-accessible epistemic modal-world: There was something coming to her and she was waiting for it, fearfully. What was it? She did not know; it was too subtle and elusive to name. But she felt it, creeping out of the sky, reaching toward her through the sounds, the scents, the color that filled the air (paragraphs 9 and 10).","The verb tense forms bring the discourse-world participant closer to the text-world enactor’s present time 
 The proximal deictic adverb ‘now’ along with ‘those’ further aligns the reader with Mrs Mallard’s point of view, narrowing the conceptual distance between enactor and narrator. 
 a diegetic shift into free indirect discourse generates an enactor-accessible epistemic modal-world 
",Text World Theory,3
364,"The epistemic modal-world (Figure 4) represents Mrs Mallard’s confusion (signaled by the lexically under-specific ‘something’, the free indirect ‘what was it?’, and the indefinite pronoun ‘it’), and contrasts with (and is emphasised by) the epistemic certainty of the opening line. Thus, the confusion is shared by the enactor and the narrator, and is the point at which readers of this text in my read-aloud groups most often signal projection into the text-world (I will deal with this below).","the confusion is shared by the enactor and the narrator, and is the point at which readers of this text in my read-aloud groups most often signal projection into the text-world 
",Text World Theory,1
365,"The narrative then briefly returns to external focalization to capture Mrs Mallard’s epiphany which is mediated through direct speech: ‘When she abandoned herself a little whispered word escaped her slightly parted lips. She said it over and over under her breath: ""free, free, free!""’ Following this, Mrs Mallard imagines what her life might be like in the future and reflects on how it has been up to the narrative present, resulting in a series of temporal and modal-world-switches (paragraphs 13, 14 and 15).","The narrative then briefly returns to external focalization to capture Mrs Mallard’s epiphany which is mediated through direct speech 
 Mrs Mallard imagines what her life might be like in the future and reflects on how it has been up to the narrative present, resulting in a series of temporal and modal-world-switches 
",Text World Theory,2
366,"As the outline shows, text-world networks can account, amongst other things, for various enactor-perspectives, deictic switches, and even narrated but not realized events. However, the analysis above predominantly models an individual’s interpretation of the language of the text during solitary reading. During the shared reading situation of the prison reading group, text-worlds are jointly negotiated by multiple discourse-world participants, and those co-constructed text-worlds feed back into the discourse situation. This latter type of reading has not yet received attention in applications of Text-World Theory. In the following sections I will discuss the interpretative processes that derive from this shared reading situation.","As the outline shows, text-world networks can account, amongst other things, for various enactor-perspectives, deictic switches, and even narrated but not realized events. 
 the analysis above predominantly models an individual’s interpretation of the language of the text during solitary reading. 
 During the shared reading situation of the prison reading group, text-worlds are jointly negotiated by multiple discourse-world participants, and those co-constructed text-worlds feed back into the discourse situation. 
",Text World Theory,3
367,"The discourse-world of the prison reading group under study involved five participants (a facilitator and four prisoners) sharing the same spatio-temporal environment, a room in the education block of a Belfast prison. As was the case for every reading session, I read the text aloud stopping often at points to allow for reflection and responses. These pauses are naturally occurring in that the prisoners often interject when they want to comment or question the goings-on in the text. As facilitator, I also initiated pauses at key events in the plot as a way of encouraging interaction, or as a response to non-verbal cues from within the group that signalled a desire to probe the text further. The goings-on in Chopin’s The Story of an Hour generated a range of responses that arose during some of these brief pauses, from suspicion, ‘do you think Richards had something to do with it?’ (prisoner A), to surprise at ‘Mrs Mallard’s reaction’ upon hearing the news of her husband’s death. This ‘reaction’ is not Mrs Mallard’s per se, but relates to the ‘happy’ (as one prisoner put it) narrative descriptions of the setting (paragraphs 5 and 6 outlined below) which the prisoners believed were incongruous when placed alongside Mrs Mallard’s solitary grieving: ‘She could see in the open square before her house the tops of trees that were all aquiver with the new spring life. The delicious breath of rain was in the air. In the street below a peddler was crying his wares. The notes of a distant song which someone was singing reached her faintly, and countless sparrows were twittering in the eaves. There were patches of blue sky […]’ [my emphasis]","The discourse-world of the prison reading group under study involved five participants 
 sharing the same spatio-temporal environment 
 As was the case for every reading session, I read the text aloud stopping often at points to allow for reflection and responses. 
 I also initiated pauses at key events in the plot as a way of encouraging interaction, or as a response to non-verbal cues from within the group that signalled a desire to probe the text further. 
",Text World Theory,4
368,"Although still in third person narration, presumably (for we did not discuss it) the text in italics could have been perceived by the prisoners to be representative of Mrs Mallard’s thoughts, helped perhaps by the internal focalization and the adjective ‘delicious’ that indicates the move towards free indirect discourse. Whether or not this was the case, it was at this point that one prisoner remarked that ‘you wouldn’t think of rain as “delicious”, or see “new spring life” if your husband just died, would you?’ Her comment drew nods of agreement (although, one woman did quip ‘well you would if you were glad to be rid of him’). The following comments are part of a discussion that followed (the anonymised prisoner responses are taken from my notes): A1: ‘I can see why she would remember the birds though [when you receive bad news], you just remember the small stupid stuff –’ B1: (interrupts A): ‘Maybe it’s a protection thing’ C1: ‘I remember the sun being out at my da’s funeral – I thought it was lovely and I was pissed off at myself for thinking that’ A2: ‘Yeah, but it’s those wee things you remember – like what was on the TV or songs or stuff, it seems wrong because somebody’s just died’ C2: ‘She’s [Mrs Mallard] probably just in shock’","
",Text World Theory,1
369,"These comments suggest that the narrative description of the setting (‘new spring life’, ‘delicious’ rain, and so on) mediated through Mrs Mallard’s point of view jars with the theme of the story (grief and death). Moreover, they indicate that through analogical reasoning (in the responses of C1 and A2), and modalised projections (‘she’s probably just in shock’, ‘maybe it’s a protection thing’) prisoners identified with (and evaluated) the text-world enactor’s response to her husband’s loss from differing perspectives in a bid to help the text-world into coherence. In text-world terms, the women constructed what I will call ‘plausible’ text-worlds in which inferences were made as to the (yet unknown) motivation for Mrs Mallard’s incongruous sensory awareness (Figure 5). It is important to note here that the enactor, Mrs Mallard, is not the narrator, and so it is interesting that the group attributed the narrative description as representing the enactor’s direct perception. This is perhaps a result of the narrative mode and the fact that Mrs Mallard is the focaliser in this section.","These comments suggest that the narrative description of the setting 
 mediated through Mrs Mallard’s point of view jars with the theme of the story 
 they indicate that through analogical reasoning 
 and modalised projections 
 prisoners identified with 
 the text-world enactor’s response to her husband’s loss from differing perspectives in a bid to help the text-world into coherence. 
 the enactor, Mrs Mallard, is not the narrator, and so it is interesting that the group attributed the narrative description as representing the enactor’s direct perception. 
",Text World Theory,7
370,"Of course, we have not been given much detail about Mrs Mallard’s marriage up to this point and so in the absence of what Gerrig and Rapp (2004) call ‘trait-consistency’ predictions, readers must do more cognitive work to interpret Mrs Mallard’s reaction as a plausible response in the circumstances. In order to do this the group exemplified what scholars have called psychological projection (Mar et al., 2008) that is, ‘projecting our- selves into the minds of actual others – inferring their desires, beliefs, and emotions’ (130), and which according to Gavins is guided in Text World Theory by deixis. This requires the ‘reading participant to project their notion of a zero reference point onto someone or something else in the text-world’ (Gavins, 2007: 40-1). Gavins characterises this experience as ‘vicarious’ given the ontological division of text- and discourse-world in a reading situation. However, the prisoners’ comments in the reading group suggest that projection was much more immersive than deictic projection, demonstrating a deeper engagement with the text. Whiteley (2011) terms this level of engagement ‘perspective-taking projection’ which she argues is ‘a kind of imaginative reconstruction of other psychological aspects of that entity’s perspective’, and ‘which involves the map- ping of particular human characteristics onto enactors in order to flesh out their representation within the text-world’ (2011: 27).3 In the reading group, the women used their own discourse-world knowledge to reconcile the anomaly they perceived in the text-world (e.g. Mrs Mallard is focusing on ‘new spring life’ because ‘she’s probably in shock’); if there were gaps in their discourse-world knowledge they worked collaboratively to find a plausible resolution, projecting from different perspectives to co-construct a text-world network that offered a much wider frame of interpretation.","readers must do more cognitive work to interpret Mrs Mallard’s reaction as a plausible response in the circumstances. 
 This requires the ‘reading participant to project their notion of a zero reference point onto someone or something else in the text-world’ 
 Gavins characterises this experience as ‘vicarious’ given the ontological division of text- and discourse-world in a reading situation. 
 the prisoners’ comments in the reading group suggest that projection was much more immersive than deictic projection 
 In the reading group, the women used their own discourse-world knowledge to reconcile the anomaly they perceived in the text-world 
 if there were gaps in their discourse-world knowledge they worked collaboratively to find a plausible resolution, projecting from different perspectives to co-construct a text-world network that offered a much wider frame of interpretation. 
",Text World Theory,6
371,"One of the prisoners, who I will call Mary, was initially a reluctant participant in the group (Canning, 2012). A quiet, brooding woman, Mary had been a victim of domestic violence for years preceding her incarceration. She was convicted of the manslaughter of her partner and was described in court by probation officers, psychologists and in the judge’s summing up as emotionless and without any remorse. When I met her she had been in prison for two years and had never acknowledged her offence. At the reading of the Chopin story it was Mary’s seventh visit with the group and as we reached para- graphs 9, 10 and 11, she became very agitated. She tried to speak many times, clearly struggling to formulate and articulate her thoughts, uttering only disjointed sentences such as ‘guilt’, ‘love him’, ‘I can’t grieve’ and ‘free’. For a few minutes Mary continued in this way until she finally pointed at the text in her hand, saying ‘That’s me – that’s how I feel’. As I read the lines ‘she saw beyond that bitter moment a long procession of years to come that would belong to her absolutely’, and ‘free, body and soul free’, Mary was eagerly nodding and visibly shaking. When she was able to speak, Mary kept referring to the word ‘something’ in the text which she felt she could now identify as ‘guilt’ and ‘relief’, saying she had no right to grieve for her partner because ‘I killed him’.4 Throughout the remainder of the session and at various points, she reported that while she felt ‘free’ (from her situation in a violent relationship), she also felt loss (‘I loved him’). Mary’s sudden and physical response suggests that her emotions were what Scheff (1981) refers to as ‘underdistanced’ (where ‘distance’ is defined as ‘the ratio of observation of, to participation in, one’s emotions’) signaling a ‘return to repressed emotions’ (Scheff 1981: 46). Mary’s response was triggered by the text-world and given full presence by the interaction between the text-world events and her own autobiographical experience, that is, her inability to recognize or deal with what she felt since her husband’s death, and her own guilt at causing it. In particular, she had not expressed any such recognition to the prison staff (including the psychologist), nor to the court throughout her trial. From her comments noted above, it seemed that Mary processed the remain- der of the story through this newly accessed interpretative frame, expressing recognition of her own experiences of the conflicting emotions of guilt, freedom and loss which up to that point she had rejected or resisted since her trial and incarceration.","Mary’s sudden and physical response suggests that her emotions were what Scheff 
 refers to as ‘underdistanced’ 
 signaling a ‘return to repressed emotions’ 
 Mary’s response was triggered by the text-world and given full presence by the interaction between the text-world events and her own autobiographical experience, that is, her inability to recognize or deal with what she felt since her husband’s death, and her own guilt at causing it. 
",Text World Theory,4
372,"This exemplifies how the text-worlds of a literary work can productively interact with the discourse-worlds of the participants during reading. Throughout the group discussion, Mary presents scenarios from her past as relevant to the text being read (e.g. ‘I loved him’) and recognizes aspects of her present feelings in the literary work (‘that’s how I feel’). Mary’s responses blur the distinction between text- and discourse-world by bridging the reading situation (the immediate discourse-world), Mary’s distant past (the event of her crime) and the fictional text. In terms of the group dynamic, Mary’s contributions explicitly add information to the discourse-world(s) being constructed by each group member (including me) about how she feels at the moment of reading, as well as her memories and past experiences. Because it was shared during the reading, this information from Mary’s point of view constituted part of the common ground that eventually informed the group’s interpretation of the text, and thus the construction of the text- world network.","Mary’s responses blur the distinction between text- and discourse-world by bridging the reading situation 
 Mary’s distant past 
 and the fictional text. 
",Text World Theory,3
373,"The literary text (or more specifically, the text-worlds being created during the shared reading) provided what McNay (2010: 105) has called a ‘distancing buffer’ (which reduces the feeling of ‘being exposed’ when sharing personal connections to the text), that allowed Mary to recognize and reflect on her own catastrophic experiences in the discourse-world through the safe medium of the text-world (safe, because at a remove from her actual world reality), enabling her to acknowledge what she had previously suppressed. In other words, she used the text-world network bi-directionally to help make sense of her discourse-world; ‘Them’s [sic] my words’, she said. This was reflected in the prison psychologist’s personal correspondence to me in which she reported that in the days after the reading session Mary ‘had finally opened up to begin working out her feelings over what put her in [prison]’. In so doing, Mary had begun to ‘assimilate’ (Mar et al., 2011: 825) what appeared to be a marked return of repressed emotions.5","she used the text-world network bi-directionally to help make sense of her discourse-world 
 Mary had begun to ‘assimilate’ 
 what appeared to be a marked return of repressed emotions. 
",Text World Theory,3
374,"For the other discourse-world participants, Mrs Mallard’s subjective experience was not as easily interpreted prior to Mary’s exposition: the ‘blank’ (Iser, 1978) rendered by the lexically underspecific ‘something’ required information from the discourse-world in the form of inference in order to fill the gap (the ‘something’ was finally processed as an admixture of ‘guilt’, ‘loss’, and ‘release’). The autobiographical information that Mary incremented into the discourse-world provided a way of making sense by helping the other group participants to understand both the ‘something’ and the seemingly incongruous clauses (‘new spring life’, ‘birds twittering’, ‘delicious breath of rain’, ‘free, free, free’). In short, the group co-constructed an enriched text-world network, which offered a more empathetic reference frame through which to read both the text-world enactor’s response to a traumatic event, and to understand Mary’s life experiences.","the group co-constructed an enriched text-world network, which offered a more empathetic reference frame through which to read both the text-world enactor’s response to a traumatic event, and to understand Mary’s life experiences. 
",Text World Theory,1
375,"To try to represent this collaborative process diagrammatically, consider the four shapes in Figure 6 below as four discourse-world participants where the grey dots represent their different discourse-world knowledge. This is fed into the text-world(s) (which anchor the discussion), and the line connecting the participants represents the interaction involved in negotiating the text-world (through establishing ‘relevant’ com- mon ground).","
",Text World Theory,1
376,"As discourse-world knowledge is shared, meaning is generated; as the text-worlds are co-constructed, anomalies are ironed out, gaps filled. What results is an enriched text- world (one that has been constructed through multiple perspectives) that feeds back to the discourse-world(s) offering a broader perspective (represented here by the black dots), a wider reference frame through which to read not only the literary text, but both their own and each other’s actual world experiences (Figure 7).","As discourse-world knowledge is shared, meaning is generated; as the text-worlds are co-constructed, anomalies are ironed out, gaps filled. 
 What results is an enriched text- world 
 that feeds back to the discourse-world(s) offering a broader perspective 
 a wider reference frame through which to read not only the literary text, but both their own and each other’s actual world experiences 
",Text World Theory,4
377,"As a result of this process, the group demonstrably adopted a wider perspective, reflected in one participant’s comment, ‘It’s not a bit of wonder your woman thinks them [sic] trees are full of new life’. The women weren’t just reading Mrs Mallard, they were reading Mary.","
",Text World Theory,1
378,"Whilst perspective-taking was imaginative for the others (in that they represented it that way in their discursive contributions), for Mary it was visceral; her response to the text went much deeper, exemplifying what Kuiken et al. (2004) call ‘expressive enactment’, namely ‘a form of reading that penetrates and alters a reader’s understanding of every- day life’ (171–172). Expressive enactment has its roots in psychology and concerns the therapeutic recognition and expression of primary adaptive emotions. According to Greenberg (2008: 90), ‘emotion awareness is not thinking about feeling; it involves feeling the feeling in awareness’, for which articulation in language seems to be an important component. Psychotherapists use expressive emotion when they encourage patients to enact a feeling that is not currently being experienced in order to facilitate access to a ‘suppressed, disallowed experience’ (97). They do this, for example, by ‘coaching’ the patient to express an emotion ‘until the emotion actually begins to be experienced’ (97).","‘expressive enactment’, namely ‘a form of reading that penetrates and alters a reader’s understanding of every- day life’ 
 ‘emotion awareness is not thinking about feeling; it involves feeling the feeling in awareness’, for which articulation in language seems to be an important component. 
 Psychotherapists use expressive emotion when they encourage patients to enact a feeling that is not currently being experienced in order to facilitate access to a ‘suppressed, disallowed experience’ 
",Text World Theory,3
379,"The aim of such emotional (re)enactment is to help ‘people make sense of their experience and promote its assimilation into their ongoing self-narratives’ (Greenberg, 2008: 93; see also Leahy’s (2002) work on ‘emotional schemas’). A very similar process occurs in the discourse of the reading group, but one of the key differences in the latter is that the process is not contrived (by which I mean that it is not a therapist-patient goal-orientated exchange) and there is no expectation to contribute, no spotlight, something the women resented in their infrequent appointments with the prison psychologist; for instance, one prisoner told me: ‘I love [the reading group] because I WANT to talk here, I can understand myself better here. In psychology, you have about half an hour to get everything out, and maybe I’m just not in the mood to talk about all this when the appointment comes up’. In fact, my reading group data, both from the prison reading groups and from four mental healthcare unit patient groups, consistently records that participants felt more able to reach a new, more productive understanding of their own and others’ actual world experiences by reading fiction; as one reader from a forensic mental health unit put it, ‘stories […] kindle the imagination; the picture becomes sharper’. For Mary, participating in the reading session prompted her to construct text- worlds that were not only informed by but which reified her own actual world experiences and the memories of those experiences. Crucially, her acknowledgement of the emotions she exhibited was ‘buffered’ by the ontological distance of a fictional text- world enactor. Ultimately, negotiating the story’s text-world(s) acted as a catalyst triggering Mary’s ‘felt’ experience and facilitating its assimilation. This proved to be cathartic for Mary (as her psychologist pointed out) and demonstrates Greenberg’s contention that ‘once such emotions are in words, they allow people to reflect on what they are feeling, create new meanings, and evaluate their own emotional experience’ (2008: 96). Expounding a dialectical-constructivist view of human functioning, Greenberg cites the importance of narrative (specifically personal narrative) on our ability to ‘make sense’ of emotional experiences. She writes: [S]ymbol and bodily felt referents are viewed as interacting to carry meaning forward, and newly symbolized experience is organized in different ways to construct new views. Attending to and discovering preconceptual elements of emotional experience influence the process of meaning construction. New experiential elements from many sources from within, and sometimes from without, can be integrated into this process. People are then viewed as constantly striving toward making sense of their preconceptual emotional experience by symbolizing it, explaining it, and putting it into narrative form (Greenberg, 2008: 94, my emphasis).","The aim of such emotional (re)enactment is to help ‘people make sense of their experience and promote its assimilation into their ongoing self-narratives’ 
 her acknowledgement of the emotions she exhibited was ‘buffered’ by the ontological distance of a fictional text- world enactor. 
 negotiating the story’s text-world(s) acted as a catalyst triggering Mary’s ‘felt’ experience and facilitating its assimilation. 
 Greenberg cites the importance of narrative 
 on our ability to ‘make sense’ of emotional experiences. 
",Text World Theory,5
380,"There are striking parallels here with the earlier study by Kuiken et al. (2004) specifically with their concept of self-implication, which they report characterised some readers’ immersive responses to literary fiction, and which, through expressive enactment, often resulted in ‘self-modifying feelings’ (insofar as the discourse-participant is changed in some way because the impact of expressive enactment ‘carries forward […] and externalizes a freshly conceived sense of self’ (185)). Indeed, Mary and others have expressed this very quality: their comments on evaluation questionnaires suggest that their experience in the group has changed how they will think about things in future actions and how they think about their own experiences retrospectively: ‘It [the reading group] helps me to understand people in the stories and in the reading group because I under- stand what they’re experiencing’; ‘I enjoy listening to other people and can understand other people and most of all I WANT TO ENJOY AND UNDERSTAND VIEWS now’; ‘Other people’s views can help [me] to understand some things better’ [capitals in original]. To offer a quantitative overview, responses (n=38) collected from my prison reading group on a Likert five-point wellbeing scale (0-5, where 0 = disagree and 5 = strongly agree) relating to six key wellbeing criteria showed the highest mean score (4.4) was for ‘understanding others views’.","Mary and others have expressed this very quality: their comments on evaluation questionnaires suggest that their experience in the group has changed how they will think about things in future actions and how they think about their own experiences retrospectively 
",Text World Theory,1
